,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
288,0.0,0.0,7.0,9.8,11.0,1.4,15.4,4.0,5.6,6942046300055
289,0.0,0.0,67.0,100.5,74.0,1.5,111.0,7.0,10.5,6942046300017
290,0.0,0.0,7.0,31.5,34.0,4.5,153.0,27.0,121.5,6955381400700
291,0.0,0.0,36.0,586.08,36.0,16.28,586.08,0.0,0.0,6970373120350
292,0.0,0.0,9.0,90.0,10.0,10.0,100.0,1.0,10.0,6918678423035
293,0.0,0.0,25.0,333.0,27.0,13.32,359.64,2.0,26.64,6970373125041
294,0.0,0.0,31.0,548.08,32.0,17.68,565.76,1.0,17.68,6970373127564
295,0.0,0.0,8.0,100.0,9.0,12.5,112.5,1.0,12.5,6935953399991
296,0.0,0.0,16.0,72.0,28.0,4.5,126.0,12.0,54.0,6955381400601
297,0.0,0.0,6.0,13.2,16.0,2.2,35.2,10.0,22.0,6944296500049
298,0.0,0.0,23.0,204.7,27.0,8.9,240.3,4.0,35.6,6902534238338
299,0.0,0.0,10.0,45.0,13.0,4.5,58.5,3.0,13.5,6935616500016
300,0.0,0.0,1.0,3.2,1.0,3.2,3.2,0.0,0.0,6915993301895
301,0.0,0.0,15.0,135.0,23.0,9.0,207.0,8.0,72.0,6902534238499
302,0.0,0.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,6915993303028
303,1.0,7.8,0.0,0.0,8.0,7.8,62.4,9.0,70.2,4893888001360
304,0.0,0.0,3.0,20.4,6.0,6.8,40.8,3.0,20.4,6930628801304
305,0.0,0.0,10.0,110.0,13.0,11.0,143.0,3.0,33.0,6972011730051
306,-1.0,-1.3,8.0,10.4,18.0,1.3,23.4,9.0,11.7,6920633801048
316,0.0,0.0,11.0,88.0,12.0,8.0,96.0,1.0,8.0,6922165900770
317,0.0,0.0,32.0,352.0,38.0,11.0,418.0,6.0,66.0,6906303002434
318,1.0,6.5,0.0,0.0,-1.0,6.5,-6.5,0.0,0.0,6906303002441
319,0.0,0.0,6.0,39.0,9.0,6.5,58.5,3.0,19.5,6922165900787
320,-2.0,-18.0,0.0,0.0,9.0,9.0,81.0,7.0,63.0,6947769900766
321,-3.0,-9.0,35.0,105.0,42.0,3.0,126.0,4.0,12.0,6906303888908
322,0.0,0.0,19.0,241.3,24.0,12.7,304.8,5.0,63.5,6942032700098
323,1.0,6.0,0.0,0.0,5.0,6.0,30.0,6.0,36.0,4893888001575
324,0.0,0.0,3.0,34.5,8.0,11.5,92.0,5.0,57.5,6942032700050
325,0.0,0.0,3.0,34.5,16.0,11.5,184.0,13.0,149.5,6942032700067
326,0.0,0.0,10.0,85.0,15.0,8.5,127.5,5.0,42.5,6921804700184
327,0.0,0.0,1.0,3.2,1.0,3.2,3.2,0.0,0.0,6901754040936
328,0.0,0.0,9.0,19.8,14.0,2.2,30.8,5.0,11.0,6907592001429
329,-1.0,-8.8,0.0,0.0,7.0,8.8,61.6,6.0,52.8,6947769901008
330,1.0,8.5,0.0,0.0,7.0,8.5,59.5,8.0,68.0,6921804700757
331,0.0,0.0,1.0,8.5,21.0,8.5,178.5,20.0,170.0,6922130101485
332,0.0,0.0,1.0,8.5,4.0,8.5,34.0,3.0,25.5,6939044610002
333,0.0,0.0,10.0,65.0,13.0,6.5,84.5,3.0,19.5,6936072100154
334,0.0,0.0,4.0,56.0,7.0,14.0,98.0,3.0,42.0,6971013100237
336,0.0,0.0,20.0,116.0,20.0,5.8,116.0,0.0,0.0,6936072100468
337,0.0,0.0,7.0,168.0,12.0,24.0,288.0,5.0,120.0,6936072100871
338,0.0,0.0,18.0,95.4,31.0,5.3,164.3,13.0,68.9,6922848608894
339,0.0,0.0,24.0,127.2,24.0,5.3,127.2,0.0,0.0,6922848608870
340,0.0,0.0,113.0,169.5,133.0,1.5,199.5,20.0,30.0,6917790975323
341,0.0,0.0,30.0,324.0,36.0,10.8,388.8,6.0,64.8,6933453800078
342,0.0,0.0,116.0,440.8,126.0,3.8,478.8,10.0,38.0,6906303004476
343,0.0,0.0,33.0,99.0,37.0,3.0,111.0,4.0,12.0,6906303004469
344,0.0,0.0,10.0,40.0,13.0,4.0,52.0,3.0,12.0,6970470758319
345,0.0,0.0,42.0,189.0,69.0,4.5,310.5,27.0,121.5,6906303004612
355,0.0,0.0,11.0,63.8,15.0,5.8,87.0,4.0,23.2,6921204802204
356,-2.0,-5.6,8.0,22.4,38.0,2.8,106.4,28.0,78.4,6906303888885
357,1.0,4.5,0.0,0.0,5.0,4.5,22.5,6.0,27.0,6920319827799
358,0.0,0.0,83.0,249.0,89.0,3.0,267.0,6.0,18.0,6906303004643
360,47.0,987.0,0.0,0.0,-3.0,21.0,-63.0,44.0,924.0,6933276212119
361,105.0,2394.0,0.0,0.0,32.0,22.8,729.6,137.0,3123.6,6933276212058
363,0.0,0.0,20.0,446.0,33.0,22.3,735.9,13.0,289.9,6957335216016
364,0.0,0.0,1.0,8.0,5.0,8.0,40.0,4.0,32.0,6970870270657
365,1.0,8.0,0.0,0.0,23.0,8.0,184.0,24.0,192.0,6970870270664
366,-1.0,-8.0,8.0,64.0,13.0,8.0,104.0,4.0,32.0,6970870270671
367,-1.0,-11.9,33.0,392.7,96.0,11.9,1142.4,62.0,737.8,6970870270534
368,0.0,0.0,4.0,58.0,6.0,14.5,87.0,2.0,29.0,6970870270213
369,0.0,0.0,3.0,43.5,3.0,14.5,43.5,0.0,0.0,6970870270152
370,0.0,0.0,1.0,14.5,1.0,14.5,14.5,0.0,0.0,6970870270015
371,0.0,0.0,79.0,2370.0,79.0,30.0,2370.0,0.0,0.0,6931051900893
372,0.0,0.0,17.0,1105.0,21.0,65.0,1365.0,4.0,260.0,6923644284947
373,0.0,0.0,36.0,2340.0,49.0,65.0,3185.0,13.0,845.0,6923644295844
374,0.0,0.0,1.0,3.7,3.0,3.7,11.1,2.0,7.4,6901715292541
375,0.0,0.0,32.0,390.4,41.0,12.2,500.2,9.0,109.8,6901715292527
376,0.0,0.0,16.0,136.0,32.0,8.5,272.0,16.0,136.0,6901715291247
377,0.0,0.0,13.0,162.5,17.0,12.5,212.5,4.0,50.0,6921774286305
378,0.0,0.0,46.0,2438.0,57.0,53.0,3021.0,11.0,583.0,6923644232658
379,0.0,0.0,59.0,737.5,67.0,12.5,837.5,8.0,100.0,6921774271622
380,0.0,0.0,10.0,125.0,19.0,12.5,237.5,9.0,112.5,6921774271547
381,0.0,0.0,3.0,28.5,7.0,9.5,66.5,4.0,38.0,6970870270961
382,0.0,0.0,24.0,228.0,49.0,9.5,465.5,25.0,237.5,6970870270947
383,0.0,0.0,22.0,347.6,23.0,15.8,363.4,1.0,15.8,6923250611267
384,0.0,0.0,7.0,84.7,36.0,12.1,435.6,29.0,350.9,6943036809015
394,0.0,0.0,3.0,35.4,4.0,11.8,47.2,1.0,11.8,6931303688579
395,0.0,0.0,17.0,268.6,19.0,15.8,300.2,2.0,31.6,6923250611281
396,0.0,0.0,3.0,40.5,3.0,13.5,40.5,0.0,0.0,6920731700205
397,0.0,0.0,7.0,469.0,8.0,67.0,536.0,1.0,67.0,6943036812046
398,0.0,0.0,3.0,40.5,3.0,13.5,40.5,0.0,0.0,6920731703305
399,0.0,0.0,29.0,406.0,30.0,14.0,420.0,1.0,14.0,6919892634306
400,-3.0,-138.0,0.0,0.0,4.0,46.0,184.0,1.0,46.0,6974613130345
