,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
554,15,345.00,30,690.00,18,23.00,414.00,3,69.00,6901333110524
555,0,0.00,32,528.00,32,16.50,528.00,0,0.00,6904432800440
556,0,0.00,24,408.00,24,17.00,408.00,0,0.00,6904432832038
557,0,0.00,2,70.00,3,35.00,105.00,1,35.00,6905014301263
558,0,0.00,8,280.00,13,35.00,455.00,5,175.00,6905014301287
559,0,0.00,9,315.00,13,35.00,455.00,4,140.00,6905014301270
560,0,0.00,5,132.50,5,26.50,132.50,0,0.00,6905014000548
561,0,0.00,7,185.50,7,26.50,185.50,0,0.00,6905014000401
562,0,0.00,19,475.00,22,25.00,550.00,3,75.00,6905014081288
563,0,0.00,33,478.50,39,14.50,565.50,6,87.00,6905014000876
564,0,0.00,15,192.00,15,12.80,192.00,0,0.00,6904555694315
565,0,0.00,5,75.00,7,15.00,105.00,2,30.00,6904555694292
566,0,0.00,9,139.50,9,15.50,139.50,0,0.00,6904555694278
567,0,0.00,15,232.50,15,15.50,232.50,0,0.00,6904555694285
568,0,0.00,21,210.00,21,10.00,210.00,0,0.00,6904555694339
569,0,0.00,17,217.60,17,12.80,217.60,0,0.00,6904555694322
570,0,0.00,31,310.00,31,10.00,310.00,0,0.00,6904555694346
571,0,0.00,28,448.00,29,16.00,464.00,1,16.00,6931500340706
572,0,0.00,37,592.00,42,16.00,672.00,5,80.00,6931500340904
573,0,0.00,65,1040.00,67,16.00,1072.00,2,32.00,6931500341000
574,0,0.00,13,208.00,15,16.00,240.00,2,32.00,6945309351917
576,0,0.00,0,0.00,1,27.00,27.00,1,27.00,6913405670317
577,0,0.00,6,72.00,7,12.00,84.00,1,12.00,6913405660530
578,0,0.00,9,108.00,10,12.00,120.00,1,12.00,6913405760681
579,0,0.00,28,504.00,28,18.00,504.00,0,0.00,6913405670584
589,0,0.00,15,330.00,15,22.00,330.00,0,0.00,6913405670553
590,0,0.00,-1,-18.00,-1,18.00,-18.00,0,0.00,6913405662817
591,12,240.00,17,340.00,9,20.00,180.00,4,80.00,6913405663524
592,12,240.00,18,360.00,7,20.00,140.00,1,20.00,6913405663517
593,0,0.00,11,165.00,13,15.00,195.00,2,30.00,8996001356500
594,0,0.00,67,536.00,67,8.00,536.00,0,0.00,8996001352229
595,0,0.00,9,139.50,9,15.50,139.50,0,0.00,6976488300250
596,0,0.00,17,263.50,21,15.50,325.50,4,62.00,6976488300267
597,0,0.00,6,132.00,7,22.00,154.00,1,22.00,6939730799967
598,0,0.00,37,288.60,40,7.80,312.00,3,23.40,6972933566080
599,24,187.20,59,460.20,35,7.80,273.00,0,0.00,6972933566073
600,0,0.00,19,148.20,19,7.80,148.20,0,0.00,6972933566097
601,0,0.00,31,263.50,40,8.50,340.00,9,76.50,6972933562761
602,30,276.00,55,506.00,26,9.20,239.20,1,9.20,6972933565557
603,30,276.00,66,607.20,37,9.20,340.40,1,9.20,6972933565540
604,0,0.00,92,644.00,102,7.00,714.00,10,70.00,6972933562051
605,0,0.00,16,128.00,20,8.00,160.00,4,32.00,6972933562884
606,0,0.00,11,154.00,14,14.00,196.00,3,42.00,6972933566226
607,0,0.00,-1,-8.00,0,8.00,0.00,1,8.00,6972933562891
608,0,0.00,32,480.00,37,15.00,555.00,5,75.00,6972933561467
609,36,338.40,46,432.40,14,9.40,131.60,4,37.60,6972933566035
610,0,0.00,1,14.00,3,14.00,42.00,2,28.00,6972933563706
611,24,348.00,24,348.00,6,14.50,87.00,6,87.00,4897038896271
612,0,0.00,9,97.20,9,10.80,97.20,0,0.00,4897038895861
613,0,0.00,13,140.40,13,10.80,140.40,0,0.00,4897038895847
