,categoryName,cost,currPrice,productId,productName,serialNum,supplierName,unit
433,副食,17.0,20.0,750009,益生菌鸡蛋10枚,6972399750009,西安三炫农业科技有限公司,盒
434,副食,11.0,14.0,750016,韩国辣白菜400g,6972399750016,西安三炫农业科技有限公司,瓶
435,副食,11.0,14.0,750023,韩国脆芹菜400g,6972399750023,西安三炫农业科技有限公司,瓶
436,副食,38.0,48.0,862059,三炫参鸡汤1kg,6951047862059,西安三炫农业科技有限公司,袋
437,鸡蛋,16.0,19.5,701504,正大15枚玉米黄营养蛋,6954113701504,西安秦南农副产品贸易有限公司,盒
438,零食,15.9,18.7,010106,立顿红茶50g,6913221010106,西安其林贸易有限公司,盒
439,零食,5.4,6.7,212927,石磨小镇小土豆香辣128g,6956405212927,西安其林贸易有限公司,袋
440,零食,5.4,6.7,213597,石磨小镇黄瓜香辣85g,6956405213597,西安其林贸易有限公司,袋
441,零食,5.4,6.9,213610,石磨小镇贡菜香辣味85g,6956405213610,西安其林贸易有限公司,袋
442,零食,5.4,6.7,213627,石磨小镇外婆花生香辣128g,6956405213627,西安其林贸易有限公司,袋
443,零食,5.4,6.7,213962,石磨小镇香干香辣75g,6956405213962,西安其林贸易有限公司,袋
444,零食,10.2,12.7,400217,良品铺子葡萄干沙琪玛500g,6941297400217,西安其林贸易有限公司,袋
445,零食,7.6,9.6,400984,来伊份果冻葡萄120g,6933211400984,西安其林贸易有限公司,袋
446,零食,15.9,18.7,410990,立顿精选红茶50g1,6975624410990,西安其林贸易有限公司,盒
447,零食,15.9,18.7,411003,立顿绿茶50g1,6975624411003,西安其林贸易有限公司,盒
448,零食,15.9,18.7,411010,立顿茉莉花茶50g1,6975624411010,西安其林贸易有限公司,盒
449,零食,14.8,19.0,412246,来伊份日式梅饼80g,6933211412246,西安其林贸易有限公司,袋
450,零食,7.6,9.6,415940,来伊份果冻荔枝120g,6933211415940,西安其林贸易有限公司,袋
451,零食,11.8,14.0,429058,良品铺子新疆免洗枣500g,6941297429058,西安其林贸易有限公司,袋
452,零食,9.3,12.0,432459,来伊份益生菌芒果条48g,6933211432459,西安其林贸易有限公司,袋
453,零食,15.9,18.7,604179,立顿绿茶50g,6922848604179,西安其林贸易有限公司,盒
454,零食,15.9,18.7,604209,立顿茉莉花茶50g,6922848604209,西安其林贸易有限公司,盒
455,零食,2.9,3.5,755794,良品铺子南瓜酥75g,6953240755794,西安其林贸易有限公司,袋
456,零食,3.7,4.7,800112,朴白天然苏打水350ml,6947798800112,西安其林贸易有限公司,瓶
457,零食,5.3,6.9,980008,天然苏打水580ml,6974197980008,西安其林贸易有限公司,瓶
458,冻货类,18.0,23.9,000425..,湾仔码头汤圆黑芝麻538g.,4891913000425,西安品优兴农产品有限公司,袋
459,冻货类,15.0,18.9,000884,鲜美来巴沙鱼248g,6950327000884,西安品优兴农产品有限公司,袋
460,冻货类,20.5,25.8,001041,鲜美来火锅八爪鱼200g,6950327001041,西安品优兴农产品有限公司,袋
461,冻货类,19.5,23.9,001058,鲜美来火锅鱿鱼须200g,6950327001058,西安品优兴农产品有限公司,袋
462,冻货类,32.0,39.9,011361,湾仔码头虾皇水饺400g,6923420011361,西安品优兴农产品有限公司,袋
467,冻货类,75.0,95.0,050054,松泉板冻虾仁650g,6971881050054,西安品优兴农产品有限公司,袋
469,冻货类,90.0,118.0,050238,精选生虾1300g,6971881050238,西安品优兴农产品有限公司,袋
470,冻货类,18.0,23.0,112102,好邦鸡脯肉1000g,6947689112102,西安品优兴农产品有限公司,袋
471,冻货类,50.0,59.0,112454,好邦单冻翅中1000g,6947689112454,西安品优兴农产品有限公司,袋
472,冻货类,30.0,37.9,367238,湾仔码头猪肉白菜水饺720g,4891913367238,西安品优兴农产品有限公司,袋
473,冻货类,32.0,39.9,367344.,湾仔码头韭黄水饺400g,4891913367344,西安品优兴农产品有限公司,袋
474,冻货类,17.0,21.0,421773,整切眼肉牛排150g,6945482421773,西安品优兴农产品有限公司,盒
475,冻货类,17.0,21.0,450034.,好邦盐酥鸡米花800g1,6976354450034,西安品优兴农产品有限公司,袋
476,冻货类,63.0,78.0,450058.,好邦烤翅中1.5kg,6976354450058,西安品优兴农产品有限公司,袋
477,冻货类,36.0,49.0,601949,潮香村黑椒沙律牛排399g,6947773601949,西安品优兴农产品有限公司,盒
