,serialNum,sumAmount,sumTotal
1299,4897044643081,4,64.00
1300,6920609900362,37,425.50
1301,6925785605865,3,197.70
1302,6925785605797,5,179.00
1303,6925785605926,3,116.70
1304,6925785605902,2,77.80
1305,6925785603441,3,101.70
1306,6925785601898,3,101.40
1307,6925785605858,6,395.40
1308,8935024141342,6,78.00
1309,8935024149669,7,350.00
1310,6922895401226,20,130.00
1311,9556121027149,2,84.00
1312,9556121024025,3,33.00
1313,9556121027156,1,50.00
1314,9556121027163,1,50.00
1316,9415262003972,1,15.80
1317,4260290260027,17,255.00
1318,4260290262267,2,118.00
1319,4260290260010,22,330.00
1320,4260290260041,4,236.00
1321,4260290262274,4,276.00
1322,4260290263042,4,236.00
1323,4260290264636,1,68.00
1324,9300639500041,17,221.00
1325,4100290007089,4,60.00
1326,5711953044380,24,148.80
1327,5711953044366,28,173.60
1336,4100290007096,14,210.00
1337,4100290007072,15,225.00
1338,6955801118659,13,1352.00
1339,6904007610542,12,226.80
1340,6904007607870,2,36.00
1341,6904007607863,8,144.00
1342,6904007607856,6,108.00
1343,6904007606569,2,76.00
1344,6904007602035,6,237.00
1345,6904007602578,3,120.00
1346,6904007605920,2,80.00
1347,6904007607917,31,387.50
1348,6904007607900,12,133.20
1349,6904007608563,19,150.10
1350,6904007608570,24,189.60
1351,6904007610481,4,192.00
1352,6904007607924,20,250.00
1353,6904007605050,10,82.00
1354,6904007606606,26,1162.20
1355,6904007608211,6,120.60
1357,3179730010591,28,238.00
1358,3179730010560,24,204.00
1359,3179730010041,12,102.00
1360,4891599331288,5,390.00
1361,6901808012483,4,424.00
1362,6901808188881,226,1017.00
1363,6970783730132,18,54.00
1364,6970783730019,22,66.00
1373,6925303730574,17,73.10
1374,6956367338680,23,92.00
1375,3068320055008,56,369.60
1378,6971738655364,8,126.40
1379,6971738655333,13,279.50
1380,6971738655449,14,277.20
1381,6971738655395,11,173.80
1382,6971738655371,21,331.80
1383,6971738656095,11,239.80
1384,6947773601949,20,980.00
1385,6947689112454,58,3422.00
1386,6947689112102,30,690.00
1387,6976354450058,7,546.00
1388,6976354450034,3,63.00
1389,6957890900335,8,784.00
1390,6971881050238,19,2242.00
1391,6958196800499,22,880.00
1392,6958196800338,56,3444.00
1393,6921665714436,21,247.80
1394,6921665732577,13,166.40
1395,6921665714429,17,200.60
1396,6971881050054,68,6460.00
1397,4891913750351,10,339.00
1398,4891913367238,7,265.30
1399,6950327000884,26,491.40
1400,6950327001041,7,180.60
1401,6950327001058,8,191.20
1410,6957890900336,25,3200.00
1411,6973820980132,16,2960.00
1412,6945482421773,26,546.00
1413,6971081780034,6,358.80
1416,6975624410990,8,149.60
1417,6975624411003,3,56.10
1418,6975624411010,11,205.70
1419,6941297400217,2,25.40
1420,6947798800112,46,216.20
1421,6956405213610,13,89.70
1422,6956405213597,3,20.10
1423,6956405213627,15,100.50
1424,6956405213962,21,140.70
1425,6956405212927,11,73.70
1426,6974197980008,90,621.00
1429,6954113701504,284,5538.00
1432,270016500758001505,25.742,51.20
1433,270019400758002304,3.734,11.10
1434,270012400684003403,29.672,148.20
1435,270029200414007509,4.254,77.10
1436,270011100658005303,53.268,428.20
1437,270013200606003608,42.644,256.60
1438,270070100416002509,11.522,68.60
1447,270014300446002706,15.206,91.60
1448,270013300414007000,14.288,243.10
1449,270019301066006803,17.004,108.00
1450,270013400658003308,52.292,262.30
1451,270018300632012607,1.896,37.80
1452,270014900462006902,9.18,137.70
1453,270034600574006909,5.74,69.00
1454,270013700718005007,20.566,143.80
1455,270015400212004206,7.774,155.00
1456,270012601120004903,31.452,137.70
1457,270018701464008804,12.95,77.80
1458,270016601130004500,13.058,52.00
1459,270014400574005706,20.584,205.90
1460,270034801300009106,8.882,62.30
1461,270016000318003203,2.846,28.60
1462,270011800406002805,12.372,86.20
1463,270013000518011407,13.87,304.60
1464,270018500420004603,3.424,37.60
1465,270015600606006704,32.556,358.10
1466,270033301266012703,39.622,396.30
1467,270013600574006302,28.488,313.20
1468,270011300478006201,4.646,60.40
1469,270018400556006109,8.888,97.60
1470,270015500414008306,19.27,385.10
1471,270015900306003103,8.074,81.00
1472,270016800710004002,25.096,141.20
1473,270011000442003501,25.484,202.00
1474,270013500100000906,2.084,18.70
1475,270017201522012206,7.196,57.40
1484,270018200658011809,34,610.70
1485,270033400758004506,4.812,28.60
1486,270033800900009906,49.824,548.50
1487,270018600444006208,26.706,373.30
1488,270070400206007005,22.626,769.10
1489,270014200408009807,38.438,922.20
1490,270012300736014701,2.208,44.10
1491,270011400334004003,22.21,266.40
1492,270012500940004301,65.112,299.40
1493,270016701056009006,27.422,233.60
1494,270014700664004603,21.24,148.10
1495,270015700214002102,70.108,698.80
1496,270035400174001705,3.126,30.90
1497,270015800202004009,12.76,254.30
1498,270011900206001609,3.6,28.80
1499,270070200344002401,12.486,87.70
1500,270033900218006106,1.112,31.10
1501,270016200398004002,19.104,192.00
1502,270070300278001904,0.874,6.00
1503,270015000406004106,3.032,30.40
1504,270015300574004602,28.558,228.00
1505,270034000214000708,51.536,179.40
1506,270011700618006205,3.174,31.70
1509,6939656100090,8,460.00
1510,6972808382180,1,25.50
1511,6972808380421,2,133.80
1512,6972808382401,3,81.00
1521,6972808382388,3,81.00
1522,6939656100663,4,230.00
1523,6973044387748,4,98.00
1524,6973044387731,5,122.50
1525,6973044387755,5,122.50
1527,6972808381145,4,182.00
1529,6972808388922,6,714.00
1530,6972808380827,1,166.00
1531,6972808389516,1,109.00
1532,6972808380865,1,189.00
1533,6972808381992,13,388.70
1536,270041400778010906,38.914,545.80
1537,270046700092002607,43.982,1233.50
1538,270044401794017907,17.94,179.00
1539,270002700996013903,1.992,27.80
1540,270000400688004104,66.244,397.00
1541,270044000696009708,49.566,693.80
1542,270001800980014709,12.628,189.50
1543,270010701056019001,1.056,19.00
1544,270003501400019608,22.934,321.30
1545,270060100842016807,35.364,705.60
1546,270044800924006000,8.652,56.20
1547,270060201192069106,1.192,69.10
1548,270044201554021805,15.54,218.00
1549,270047300822015601,28.034,532.50
1558,270001401098017608,11.132,178.20
1559,270010400696036200,9.496,493.70
1562,6947475900913,60,4548.00
1563,6947475903242,17,2448.00
1564,6947475902405,25,2025.00
1565,6970866090580,2,257.60
1566,6971947498264,2,172.00
1567,6971947498288,3,336.00
1568,6937191310844,5,480.00
1569,6970866090177,1,78.20
1570,6970866090597,2,317.60
1571,6944910358360,6,492.00
1572,8853969008035,5,645.00
1574,6922507804117,5,34.50
1575,6922507809754,35,157.50
1576,6922507821695,3,31.50
1577,6922507821688,8,84.00
1578,6922507821701,6,63.00
1579,6922507805022,19,262.20
1580,6922507823903,7,52.50
1581,6922507804087,15,192.00
1582,6922507800638,8,102.40
1583,6922507800621,14,179.20
1584,6922507823910,5,37.50
1585,6944910337563,6,594.00
1595,6944910355765,54,2430.00
1596,6944910352412,9,152.10
1597,6974919372371,5,275.00
1598,6974919372364,1,68.00
1600,6970037311148,32,2176.00
1601,6907992515533,4,352.00
1602,6922477411575,20,350.00
1603,6922477411551,8,140.00
1604,6922477411599,1,17.50
1605,6922477411544,21,367.50
1606,6922477400333,4,63.20
1607,6922477400524,5,79.00
1608,6922477400777,4,63.20
1609,6922477411087,19,376.20
1610,6922477411407,9,178.20
1611,6922477410547,9,97.20
1612,6922477410530,13,140.40
1613,6922477410523,10,108.00
1614,6922477400227,9,125.10
1615,6922477400685,11,262.90
1616,6971550820001,24,204.00
1617,6971550821107,12,156.00
1618,6971550820643,18,266.40
1619,6971550820650,15,222.00
1620,6907992518077,4,352.00
1621,6907992519241,2,192.00
1622,6924810822406,9,322.20
1623,6924810801838,15,232.50
1632,6924810824608,18,158.40
1633,6924810810014,12,492.00
1634,6924810822222,12,441.60
1635,6924810822376,9,304.20
1636,6924810812216,8,192.00
1637,6924810801807,15,232.50
1638,6970037311421,7,546.00
1639,6970037311247,4,312.00
1640,6970037310158,26,1274.00
1641,6970037314354,25,1687.50
1642,6935739919337,52,4576.00
1643,6928494805717,6,118.80
1644,6928494805250,14,179.20
1645,6971550820698,24,158.40
1646,6971550821114,8,156.80
1647,6971550821046,24,158.40
1648,6971550821121,8,156.80
1649,6928494806448,2,29.60
1650,6928494805267,12,153.60
1651,6941704425000,12,94.80
1652,6941704425017,12,225.60
1653,6971550820599,14,207.20
1654,6907992514178,17,1326.00
1655,6907992518992,5,330.00
1656,6907992514406,9,612.00
1657,6907992513829,13,884.00
1658,6907992514604,2,156.00
1659,6907992512761,12,780.00
1660,6907992513157,10,650.00
1669,6907992516691,4,312.00
1671,6941499119399,13,1547.00
1672,6943844176132,3,330.00
1673,6943844176118,3,417.00
1674,8411342000177,2,304.00
1675,6941499115070,2,396.00
