,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
198,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973600041
199,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973600072
200,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973600164
201,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973601536
202,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450601822
203,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450601990
204,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450603550
205,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450603567
206,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450603574
207,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973604032
208,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973604056
209,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973604193
210,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973604216
211,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973604247
212,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6914973604414
213,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450605226
214,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450605295
215,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450605400
216,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450605929
217,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450605950
218,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929612324
219,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929613369
220,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929613383
221,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929617220
222,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929617237
223,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929617244
224,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6947929622088
225,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292652384
226,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292652414
227,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292652896
228,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292653138
229,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292653220
230,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,4005292654913
231,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450657188
232,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450657607
233,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6927819657666
234,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6927819657680
235,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450657713
236,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450657829
237,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6927819657925
